Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40163294,09/02/2018 12:12:21 AM,09/02/2018 01:18:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11435,147-11 FERNDALE AVENUE,FERNDALE AVENUE,LIVERPOOL STREET,SUTPHIN BOULEVARD,,,ADDRESS,JAMAICA,,Precinct,Closed,09/02/2018 08:12:21 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 01:18:18 AM,12 QUEENS,4119470297,QUEENS,1039913,190792,MOBILE,Unspecified,QUEENS,,,,,,,,40.690181699888115,-73.79928344596895,"(40.690181699888115, -73.79928344596895)"
40170223,09/02/2018 12:12:23 AM,09/02/2018 07:48:49 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11368,103-24 MARTENSE AVENUE,MARTENSE AVENUE,WALDRON STREET,104 STREET,,,ADDRESS,CORONA,,Precinct,Closed,09/02/2018 08:12:23 AM,The Police Department responded and upon arrival those responsible for the condition were gone.,09/02/2018 07:48:49 AM,04 QUEENS,4019530012,QUEENS,1024184,209207,MOBILE,Unspecified,QUEENS,,,,,,,,40.740811346104856,-73.85589166273661,"(40.740811346104856, -73.85589166273661)"
40169269,09/02/2018 12:12:28 AM,09/02/2018 05:46:27 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10466,826 EAST 231 STREET,EAST 231 STREET,BARNES AVENUE,BRONXWOOD AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,09/02/2018 08:12:28 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 05:46:27 AM,12 BRONX,,BRONX,1024534,263861,ONLINE,Unspecified,BRONX,,,,,,,,40.89081943328593,-73.85430058669753,"(40.89081943328593, -73.85430058669753)"
40167213,09/02/2018 12:12:48 AM,09/02/2018 01:04:56 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10002,10 STANTON STREET,STANTON STREET,BOWERY,CHRYSTIE STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 08:12:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 01:04:56 AM,03 MANHATTAN,1004270002,MANHATTAN,986331,202559,PHONE,Unspecified,MANHATTAN,,,,,,,,40.722654132203765,-73.99249242222658,"(40.722654132203765, -73.99249242222658)"
40163799,09/02/2018 12:12:48 AM,09/02/2018 03:59:59 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,1208 CARROLL STREET,CARROLL STREET,NOSTRAND AVENUE,NEW YORK AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:12:48 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 03:59:59 AM,09 BROOKLYN,3012900019,BROOKLYN,998195,182329,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.66711673792676,-73.94973281773196,"(40.66711673792676, -73.94973281773196)"
40169348,09/02/2018 12:12:55 AM,09/02/2018 01:50:17 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10032,540 WEST 158 STREET,WEST 158 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 08:12:55 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 01:50:17 AM,12 MANHATTAN,1021160015,MANHATTAN,1000085,243124,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.8339803870362,-73.94277682731641,"(40.8339803870362, -73.94277682731641)"
40170966,09/02/2018 12:13:00 AM,,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",,11249,2 NORTH    6 STREET,NORTH    6 STREET,UNNAMED ST,KENT AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,01 BROOKLYN,,BROOKLYN,994470,201696,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.72027974697928,-73.96313084405962,"(40.72027974697928, -73.96313084405962)"
40168936,09/02/2018 12:13:09 AM,09/02/2018 02:57:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10472,1134 STRATFORD AVENUE,STRATFORD AVENUE,WATSON AVENUE,WESTCHESTER AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,09/02/2018 08:13:09 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:57:42 AM,09 BRONX,2037440057,BRONX,1018805,240859,ONLINE,Unspecified,BRONX,,,,,,,,40.82771021333198,-73.87513982136143,"(40.82771021333198, -73.87513982136143)"
40164421,09/02/2018 12:13:09 AM,09/02/2018 12:57:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11231,93 CENTRE MALL,CENTRE MALL,HENRY STREET,CENTRE STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:13:09 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 12:57:34 AM,06 BROOKLYN,3005380001,BROOKLYN,983265,185142,PHONE,Unspecified,BROOKLYN,,,,,,,,40.6748487207669,-74.00355101556676,"(40.6748487207669, -74.00355101556676)"
40165109,09/02/2018 12:13:20 AM,09/02/2018 06:28:24 AM,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10458,,,,,EAST  184 STREET,PARK AVENUE,INTERSECTION,BRONX,,Precinct,Closed,09/02/2018 08:13:20 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 06:28:24 AM,06 BRONX,,BRONX,1013518,251311,PHONE,Unspecified,BRONX,,,,,,,,40.85641698079153,-73.89419809977653,"(40.85641698079153, -73.89419809977653)"
40170078,09/02/2018 12:13:24 AM,09/02/2018 12:22:34 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11694,151 BEACH 101 STREET,BEACH 101 STREET,SHORE FRONT PARKWAY,HOLLYHURST COURT,,,ADDRESS,ROCKAWAY PARK,,Precinct,Closed,09/02/2018 08:13:24 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 12:22:34 AM,14 QUEENS,,QUEENS,1033896,151659,MOBILE,Unspecified,QUEENS,,,,,,,,40.58280598668345,-73.82126814665357,"(40.58280598668345, -73.82126814665357)"
40167445,09/02/2018 12:13:38 AM,09/02/2018 03:24:21 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10027,95 OLD BROADWAY,OLD BROADWAY,WEST 131 STREET,WEST 133 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 08:13:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 03:24:21 AM,09 MANHATTAN,1019840001,MANHATTAN,996602,237353,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.818146195271034,-73.95537401756984,"(40.818146195271034, -73.95537401756984)"
40163265,09/02/2018 12:13:41 AM,09/02/2018 03:12:06 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11237,165 STANHOPE STREET,STANHOPE STREET,WILSON AVENUE,KNICKERBOCKER AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:13:41 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 03:12:06 AM,04 BROOKLYN,3032570051,BROOKLYN,1005903,194028,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.6992123180207,-73.92191040688488,"(40.6992123180207, -73.92191040688488)"
40165979,09/02/2018 12:13:53 AM,09/02/2018 01:36:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,43-42 164 STREET,164 STREET,43 AVENUE,45 AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,09/02/2018 08:13:53 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 01:36:50 AM,07 QUEENS,4054210052,QUEENS,1038964,215301,MOBILE,Unspecified,QUEENS,,,,,,,,40.757458709392104,-73.80250620342754,"(40.757458709392104, -73.80250620342754)"
40162904,09/02/2018 12:14:02 AM,09/02/2018 07:47:48 AM,NYPD,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11106,36 STREET,36 STREET,,,,,LATLONG,ASTORIA,,Precinct,Closed,09/02/2018 08:14:02 AM,The Police Department responded to the complaint and determined that police action was not necessary.,09/02/2018 07:47:48 AM,01 QUEENS,,QUEENS,1004402,213567,MOBILE,Unspecified,QUEENS,,,,,,,,40.75284564770092,-73.92726511558907,"(40.75284564770092, -73.92726511558907)"
40165060,09/02/2018 12:14:08 AM,09/02/2018 03:12:04 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11368,96-36 41 AVENUE,41 AVENUE,97 STREET,97 PLACE,,,ADDRESS,CORONA,,Precinct,Closed,09/02/2018 08:14:08 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 03:12:04 AM,04 QUEENS,4016110025,QUEENS,1021021,211590,ONLINE,Unspecified,QUEENS,,,,,,,,40.74736579458662,-73.86729281683262,"(40.74736579458662, -73.86729281683262)"
40163345,09/02/2018 12:14:08 AM,09/02/2018 12:34:59 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11239,760 EGAN STREET,EGAN STREET,MILFORD STREET,FOUNTAIN AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:14:08 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 12:34:59 AM,05 BROOKLYN,3044520354,BROOKLYN,1021120,179467,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.65919540111619,-73.86711139883637,"(40.65919540111619, -73.86711139883637)"
40168247,09/02/2018 12:14:11 AM,,DCA,Department of Consumer Affairs,Consumer Complaint,Overcharge,,11106,35-02 35 STREET,35 STREET,35 AVENUE,36 AVENUE,,,ADDRESS,ASTORIA,,N/A,Open,09/06/2018 12:14:11 AM,"The Department of Consumer Affairs (DCA) usually requires 4 days to review a complaint. If DCA is the right agency to handle your complaint, we will let you know what we are doing, which includes mailing you a complaint form or inspecting the business. If DCA is not the right agency to handle your complaint, we will let you know which agency you should contact for help. Please note your Service Request number for future reference.",,01 QUEENS,4006380025,QUEENS,1004885,214855,ONLINE,Unspecified,QUEENS,,,,,,,,40.75637976510853,-73.92551786525364,"(40.75637976510853, -73.92551786525364)"
40166312,09/02/2018 12:14:11 AM,09/02/2018 02:56:37 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,137-25 170 STREET,170 STREET,137 AVENUE,140 AVENUE,,,ADDRESS,JAMAICA,,Precinct,Closed,09/02/2018 08:14:11 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 02:56:37 AM,12 QUEENS,,QUEENS,1047992,184220,MOBILE,Unspecified,QUEENS,,,,,,,,40.67208861684796,-73.77021347544856,"(40.67208861684796, -73.77021347544856)"
40166273,09/02/2018 12:14:14 AM,09/02/2018 02:31:47 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11216,305 HALSEY STREET,HALSEY STREET,THROOP AVENUE,MARCUS GARVEY BOULEVARD,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:14:14 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:31:47 AM,03 BROOKLYN,3018410078,BROOKLYN,1000792,188083,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68290569745191,-73.94035735919954,"(40.68290569745191, -73.94035735919954)"
40164518,09/02/2018 12:14:15 AM,09/02/2018 08:52:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10027,WEST 127 STREET,WEST 127 STREET,ST NICHOLAS TERRACE,CONVENT AVENUE,,,BLOCKFACE,NEW YORK,,Precinct,Closed,09/02/2018 08:14:15 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 08:52:30 AM,09 MANHATTAN,,MANHATTAN,997349,235297,PHONE,Unspecified,MANHATTAN,,,,,,,,40.8125019753174,-73.95267922823251,"(40.8125019753174, -73.95267922823251)"
40173333,09/02/2018 12:14:47 AM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11419,103-25 121 STREET,121 STREET,,,,,ADDRESS,South Richmond Hill,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/02/2018 12:00:00 AM,10 QUEENS,4095590045,QUEENS,1033426,190003,PHONE,Unspecified,QUEENS,,,,,,,,40.688054501711086,-73.82268076673932,"(40.688054501711086, -73.82268076673932)"
40173312,09/02/2018 12:14:47 AM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11419,103-25 121 STREET,121 STREET,,,,,ADDRESS,South Richmond Hill,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/02/2018 12:00:00 AM,10 QUEENS,4095590045,QUEENS,1033426,190003,PHONE,Unspecified,QUEENS,,,,,,,,40.688054501711086,-73.82268076673932,"(40.688054501711086, -73.82268076673932)"
40172552,09/02/2018 12:14:47 AM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11419,103-25 121 STREET,121 STREET,,,,,ADDRESS,South Richmond Hill,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/02/2018 12:00:00 AM,10 QUEENS,4095590045,QUEENS,1033426,190003,PHONE,Unspecified,QUEENS,,,,,,,,40.688054501711086,-73.82268076673932,"(40.688054501711086, -73.82268076673932)"
40171805,09/02/2018 12:14:47 AM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11419,103-25 121 STREET,121 STREET,,,,,ADDRESS,South Richmond Hill,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/02/2018 12:00:00 AM,10 QUEENS,4095590045,QUEENS,1033426,190003,PHONE,Unspecified,QUEENS,,,,,,,,40.688054501711086,-73.82268076673932,"(40.688054501711086, -73.82268076673932)"
40171783,09/02/2018 12:14:47 AM,,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,RESIDENTIAL BUILDING,11419,103-25 121 STREET,121 STREET,,,,,ADDRESS,South Richmond Hill,,N/A,Open,,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09/02/2018 12:00:00 AM,10 QUEENS,4095590045,QUEENS,1033426,190003,PHONE,Unspecified,QUEENS,,,,,,,,40.688054501711086,-73.82268076673932,"(40.688054501711086, -73.82268076673932)"
40164385,09/02/2018 12:15:07 AM,09/02/2018 06:05:18 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11218,1254 36 STREET,36 STREET,TEHAMA STREET,CLARA STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:15:07 AM,The Police Department reviewed your complaint and provided additional information below.,09/02/2018 06:05:18 AM,12 BROOKLYN,3052960023,BROOKLYN,988296,173453,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64276411692166,-73.98542081164375,"(40.64276411692166, -73.98542081164375)"
40167019,09/02/2018 12:15:14 AM,09/02/2018 07:57:54 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11217,635 SACKETT STREET,SACKETT STREET,3 AVENUE,4 AVENUE,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:15:14 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 07:57:54 AM,06 BROOKLYN,3004270052,BROOKLYN,988825,186438,PHONE,Unspecified,BROOKLYN,,,,,,,,40.678404820852634,-73.98350582477859,"(40.678404820852634, -73.98350582477859)"
40165030,09/02/2018 12:15:15 AM,09/02/2018 02:50:22 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10012,60 THOMPSON STREET,THOMPSON STREET,BROOME STREET,SPRING STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 08:15:15 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 02:50:22 AM,02 MANHATTAN,1004880003,MANHATTAN,983364,203116,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.7241831627267,-74.00319647597988,"(40.7241831627267, -74.00319647597988)"
40164972,09/02/2018 12:15:20 AM,09/02/2018 01:34:44 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10465,2925 GREENE PLACE,GREENE PLACE,EAST TREMONT AVENUE,EDISON AVENUE,,,ADDRESS,BRONX,,Precinct,Closed,09/02/2018 08:15:20 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 01:34:44 AM,10 BRONX,2054190081,BRONX,1032216,242411,PHONE,Unspecified,BRONX,,,,,,,,40.83190735136199,-73.8266698593466,"(40.83190735136199, -73.8266698593466)"
40168044,09/02/2018 12:15:21 AM,09/02/2018 02:56:41 AM,NYPD,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,11203,5123 BEVERLY ROAD,BEVERLY ROAD,EAST 51 STREET,EAST 52 STREET,,,ADDRESS,BROOKLYN,,Precinct,Closed,09/02/2018 08:15:21 AM,The Police Department issued a summons in response to the complaint.,09/02/2018 02:56:41 AM,17 BROOKLYN,3047360033,BROOKLYN,1004088,174788,PHONE,Unspecified,BROOKLYN,,,,,,,,40.646407109962276,-73.92851266415333,"(40.646407109962276, -73.92851266415333)"
40165040,09/02/2018 12:15:25 AM,09/02/2018 02:51:25 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10040,600 WEST 192 STREET,WEST 192 STREET,ST NICHOLAS AVENUE,WADSWORTH AVENUE,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 08:15:25 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:51:25 AM,12 MANHATTAN,1021690029,MANHATTAN,1003928,251236,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.85623771170069,-73.92886552195142,"(40.85623771170069, -73.92886552195142)"
40162927,09/02/2018 12:15:56 AM,09/02/2018 03:33:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11106,33-36 9 STREET,9 STREET,33 ROAD,34 AVENUE,,,ADDRESS,ASTORIA,,Precinct,Closed,09/02/2018 08:15:56 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 03:33:29 AM,01 QUEENS,4003210032,QUEENS,1001186,218408,PHONE,Unspecified,QUEENS,,,,,,,,40.7661396942626,-73.93886046821227,"(40.7661396942626, -73.93886046821227)"
40174109,09/02/2018 12:16:00 AM,,DEP,Department of Environmental Protection,Noise,"Noise: Boat(Engine,Music,Etc) (NR10)",,11249,22 NORTH    6 STREET,NORTH    6 STREET,UNNAMED ST,KENT AVE,,,ADDRESS,BROOKLYN,,N/A,Open,,,,01 BROOKLYN,3023327502,BROOKLYN,994558,201622,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.720076532727674,-73.96281349306962,"(40.720076532727674, -73.96281349306962)"
40165065,09/02/2018 12:16:05 AM,09/02/2018 07:15:17 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11434,,,,,MARSDEN STREET,120 AVENUE,INTERSECTION,JAMAICA,,Precinct,Closed,09/02/2018 08:16:05 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 07:15:17 AM,12 QUEENS,,QUEENS,1046410,188069,PHONE,Unspecified,QUEENS,,,,,,,,40.68266446695532,-73.77588097574849,"(40.68266446695532, -73.77588097574849)"
40162909,09/02/2018 12:16:17 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10452,1049 GRAND CONCOURSE,GRAND CONCOURSE,EAST 165 STREET,EAST 166 STREET,,,ADDRESS,BRONX,,Precinct,Open,09/02/2018 08:16:17 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,04 BRONX,2024720028,BRONX,1006283,242069,MOBILE,Unspecified,BRONX,,,,,,,,40.83107142888206,-73.92038249921508,"(40.83107142888206, -73.92038249921508)"
40167928,09/02/2018 12:16:18 AM,09/02/2018 02:52:26 AM,NYPD,New York City Police Department,Noise - Commercial,Banging/Pounding,Store/Commercial,10034,,,,,BROADWAY,DYCKMAN STREET,INTERSECTION,NEW YORK,,Precinct,Closed,09/02/2018 08:16:18 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 02:52:26 AM,12 MANHATTAN,,MANHATTAN,1004367,254624,PHONE,Unspecified,MANHATTAN,,,,,,,,40.865535758901885,-73.92726840202711,"(40.865535758901885, -73.92726840202711)"
40170146,09/02/2018 12:16:19 AM,,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10456,1230 SHERIDAN AVENUE,SHERIDAN AVENUE,EAST 167 STREET,EAST 168 STREET,,,ADDRESS,BRONX,,Precinct,Open,09/02/2018 08:16:19 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,04 BRONX,2024530007,BRONX,1007524,243460,MOBILE,Unspecified,BRONX,,,,,,,,40.83488613860619,-73.91589325152682,"(40.83488613860619, -73.91589325152682)"
40169302,09/02/2018 12:16:38 AM,09/02/2018 06:40:41 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,11103,40-02 ASTORIA BOULEVARD,ASTORIA BOULEVARD,STEINWAY STREET,41 STREET,,,ADDRESS,ASTORIA,,Precinct,Closed,09/02/2018 08:16:38 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 06:40:41 AM,01 QUEENS,4006860010,QUEENS,1008962,219391,MOBILE,Unspecified,QUEENS,,,,,,,,40.76881945643906,-73.91078524784903,"(40.76881945643906, -73.91078524784903)"
40167378,09/02/2018 12:16:46 AM,09/02/2018 12:25:41 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11419,104-67 114 STREET,114 STREET,LIBERTY AVENUE,107 AVENUE,,,ADDRESS,SOUTH RICHMOND HILL,,Precinct,Closed,09/02/2018 08:16:46 AM,The Police Department reviewed your complaint and provided additional information below.,09/02/2018 12:25:41 AM,10 QUEENS,4095370055,QUEENS,1031840,188972,ONLINE,Unspecified,QUEENS,,,,,,,,40.68523331818412,-73.82840684629745,"(40.68523331818412, -73.82840684629745)"
40163703,09/02/2018 12:16:47 AM,,NYPD,New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10452,1350 MARTIN LUTHER KING JR BOULEVARD,MARTIN LUTHER KING JR BOULEVARD,WEST 168 STREET,HIGH BRIDGE GREENWAY,,,ADDRESS,BRONX,,Precinct,Open,09/02/2018 08:16:47 AM,Your complaint has been forwarded to the New York Police Department for a non-emergency response. 311 will have additional information in 8 hours. Please note your service request number for future reference.,,04 BRONX,2025320020,BRONX,1004546,245866,PHONE,Unspecified,BRONX,,,,,,,,40.84149725378454,-73.92664775518904,"(40.84149725378454, -73.92664775518904)"
40165357,09/02/2018 12:16:53 AM,09/02/2018 12:46:18 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11211,,,,,SOUTH    4 STREET,KEAP STREET,INTERSECTION,BROOKLYN,,Precinct,Closed,09/02/2018 08:16:53 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 12:46:18 AM,01 BROOKLYN,,BROOKLYN,996804,197551,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.708899709495455,-73.9547185546482,"(40.708899709495455, -73.9547185546482)"
40166064,09/02/2018 12:16:56 AM,09/02/2018 05:21:07 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10463,2 ADRIAN AVENUE,ADRIAN AVENUE,TERRACE VIEW AVENUE,WEST 227 STREET,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 08:16:56 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 05:21:07 AM,08 BRONX,1022150343,MANHATTAN,1008461,258398,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.8758839499018,-73.9124532053511,"(40.8758839499018, -73.9124532053511)"
40167238,09/02/2018 12:17:01 AM,09/02/2018 01:36:50 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11358,43-42 164 STREET,164 STREET,43 AVENUE,45 AVENUE,,,ADDRESS,FLUSHING,,Precinct,Closed,09/02/2018 08:17:01 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 01:36:50 AM,07 QUEENS,4054210052,QUEENS,1038964,215301,MOBILE,Unspecified,QUEENS,,,,,,,,40.757458709392104,-73.80250620342754,"(40.757458709392104, -73.80250620342754)"
40168059,09/02/2018 12:17:11 AM,09/02/2018 12:54:30 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11225,,,,,LINCOLN ROAD,BEDFORD AVENUE,INTERSECTION,BROOKLYN,,Precinct,Closed,09/02/2018 08:17:11 AM,The Police Department responded to the complaint and took action to fix the condition.,09/02/2018 12:54:30 AM,09 BROOKLYN,,BROOKLYN,996192,180165,PHONE,Unspecified,BROOKLYN,,,,,,,,40.661179966451584,-73.95695681196024,"(40.661179966451584, -73.95695681196024)"
40166283,09/02/2018 12:17:12 AM,09/02/2018 01:57:29 AM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11356,125-09 20 AVENUE,20 AVENUE,125 STREET,126 STREET,,,ADDRESS,COLLEGE POINT,,Precinct,Closed,09/02/2018 08:17:12 AM,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/02/2018 01:57:29 AM,07 QUEENS,4041310005,QUEENS,1027723,224109,MOBILE,Unspecified,QUEENS,,,,,,,,40.78169675445797,-73.84302426363209,"(40.78169675445797, -73.84302426363209)"
40163983,09/02/2018 12:17:14 AM,09/02/2018 12:27:46 AM,NYPD,New York City Police Department,Noise - Commercial,Loud Music/Party,Store/Commercial,10009,174 EAST 2 STREET,EAST 2 STREET,AVENUE A,AVENUE B,,,ADDRESS,NEW YORK,,Precinct,Closed,09/02/2018 08:17:14 AM,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,09/02/2018 12:27:46 AM,03 MANHATTAN,1003980052,MANHATTAN,988497,202524,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.72255729096473,-73.9846782140337,"(40.72255729096473, -73.9846782140337)"
